slice,value,n,accuracy,macro_f1,model_name,seed,split_name,calibrated
template,temp39,1000,0.38,0.2753623188405797,compact,73,hans,True
template,temp4,152,0.5460526315789473,0.35319148936170214,compact,73,hans,True
template,temp40,595,0.3042016806722689,0.23324742268041238,compact,73,hans,True
template,temp41,405,0.21481481481481482,0.17682926829268292,compact,73,hans,True
template,temp42,850,0.5,0.3333333333333333,compact,73,hans,True
template,temp43,150,0.49333333333333335,0.33035714285714285,compact,73,hans,True
template,temp44,617,0.6126418152350082,0.3798994974874372,compact,73,hans,True
template,temp45,383,0.42297650130548303,0.29724770642201837,compact,73,hans,True
template,temp46,1000,0.657,0.3964996982498491,compact,73,hans,True
template,temp47,1000,0.598,0.3742177722152691,compact,73,hans,True
template,temp48,1000,0.461,0.31553730321697465,compact,73,hans,True
template,temp49,1000,0.411,0.29128277817150955,compact,73,hans,True
template,temp5,157,0.5923566878980892,0.372,compact,73,hans,True
template,temp50,1000,0.65,0.3939393939393939,compact,73,hans,True
template,temp51,1000,0.512,0.3386243386243386,compact,73,hans,True
template,temp52,1000,0.391,0.28109273903666426,compact,73,hans,True
template,temp53,471,0.5774946921443737,0.36608344549125166,compact,73,hans,True
template,temp54,529,0.5595463137996219,0.35878787878787877,compact,73,hans,True
template,temp58,1000,0.318,0.24127465857359637,compact,73,hans,True
template,temp59,1000,0.44,0.3055555555555556,compact,73,hans,True
template,temp6,147,0.54421768707483,0.3524229074889868,compact,73,hans,True
template,temp60,1000,0.424,0.29775280898876405,compact,73,hans,True
template,temp61,1000,0.541,0.3510707332900714,compact,73,hans,True
template,temp62,480,0.4354166666666667,0.3033381712626996,compact,73,hans,True
template,temp63,520,0.4519230769230769,0.31125827814569534,compact,73,hans,True
template,temp68,1000,0.583,0.36828806064434616,compact,73,hans,True
template,temp7,194,0.6185567010309279,0.3821656050955414,compact,73,hans,True
template,temp8,69,0.5072463768115942,0.33653846153846156,compact,73,hans,True
template,temp9,101,0.5643564356435643,0.36075949367088606,compact,73,hans,True
has_negation,False,29510,0.48776685869196884,0.48753772304289567,compact,73,hans,True
has_negation,True,490,0.5571428571428572,0.512021624697681,compact,73,hans,True
lexical_overlap_bucket,all,30000,0.4889,0.488771837939928,compact,73,hans,True
has_negation,False,9548,0.9064725596983662,0.9065016882556076,bert,17,snli_test,True
has_negation,True,276,0.9130434782608695,0.8848064079533849,bert,17,snli_test,True
lexical_overlap_bucket,low,3573,0.9059613769941226,0.8978147859694059,bert,17,snli_test,True
lexical_overlap_bucket,mid,3264,0.8946078431372549,0.8942800938935066,bert,17,snli_test,True
lexical_overlap_bucket,high,2987,0.920656176765986,0.9059583910610082,bert,17,snli_test,True
premise_len_bucket,short,3422,0.9047340736411456,0.9046333191100256,bert,17,snli_test,True
premise_len_bucket,mid,3427,0.908666472133061,0.9082165254228797,bert,17,snli_test,True
premise_len_bucket,long,2975,0.9065546218487395,0.9063120585605712,bert,17,snli_test,True
hypothesis_len_bucket,short,4324,0.9162812210915818,0.9078750065260822,bert,17,snli_test,True
hypothesis_len_bucket,mid,2683,0.902348117778606,0.8998029478711297,bert,17,snli_test,True
hypothesis_len_bucket,long,2817,0.8959886403975861,0.8935161109954673,bert,17,snli_test,True
has_negation,False,6537,0.7503441945846718,0.7386570105790623,bert,17,mnli_matched,True
has_negation,True,3278,0.7467968273337401,0.7197562677231176,bert,17,mnli_matched,True
lexical_overlap_bucket,low,3312,0.706219806763285,0.6984571889066894,bert,17,mnli_matched,True
lexical_overlap_bucket,mid,3232,0.7298886138613861,0.7296113182595025,bert,17,mnli_matched,True
lexical_overlap_bucket,high,3271,0.8116783858147355,0.7662878202559794,bert,17,mnli_matched,True
premise_len_bucket,short,3568,0.7634529147982063,0.7619941379475851,bert,17,mnli_matched,True
premise_len_bucket,mid,3115,0.7492776886035313,0.7465791246717023,bert,17,mnli_matched,True
premise_len_bucket,long,3132,0.7327586206896551,0.7272606335678734,bert,17,mnli_matched,True
hypothesis_len_bucket,short,3998,0.7526263131565782,0.7404262184001588,bert,17,mnli_matched,True
hypothesis_len_bucket,mid,2909,0.7483671364730148,0.7485454968447446,bert,17,mnli_matched,True
hypothesis_len_bucket,long,2908,0.7451856946354883,0.7412152692686783,bert,17,mnli_matched,True
has_negation,False,6615,0.7399848828420257,0.7234564430308676,bert,17,mnli_mismatched,True
has_negation,True,3217,0.7516319552377992,0.7106883321352521,bert,17,mnli_mismatched,True
lexical_overlap_bucket,low,3310,0.6909365558912387,0.6824463737477147,bert,17,mnli_mismatched,True
lexical_overlap_bucket,mid,3447,0.7304902814041195,0.7287454922700262,bert,17,mnli_mismatched,True
lexical_overlap_bucket,high,3075,0.8156097560975609,0.763606193348768,bert,17,mnli_mismatched,True
premise_len_bucket,short,3555,0.770464135021097,0.7686835759785305,bert,17,mnli_mismatched,True
premise_len_bucket,mid,3029,0.7428194123473093,0.7370116961453639,bert,17,mnli_mismatched,True
premise_len_bucket,long,3248,0.7155172413793104,0.7091513506397301,bert,17,mnli_mismatched,True
hypothesis_len_bucket,short,4208,0.7604562737642585,0.75043798004811,bert,17,mnli_mismatched,True
hypothesis_len_bucket,mid,2754,0.7389251997095134,0.736521334671699,bert,17,mnli_mismatched,True
hypothesis_len_bucket,long,2870,0.7240418118466899,0.7195327601358857,bert,17,mnli_mismatched,True
heuristic,constituent,10000,0.5126,0.3610642462091866,bert,17,hans,True
heuristic,lexical_overlap,10000,0.7884,0.7803534781026742,bert,17,hans,True
heuristic,subsequence,10000,0.535,0.40992231989001865,bert,17,hans,True
subcase,ce_adverb,1000,1.0,1.0,bert,17,hans,True
subcase,ce_after_since_clause,1000,1.0,1.0,bert,17,hans,True
subcase,ce_conjunction,1000,1.0,1.0,bert,17,hans,True
subcase,ce_embedded_under_since,1000,0.999,0.49974987493746875,bert,17,hans,True
subcase,ce_embedded_under_verb,1000,0.999,0.49974987493746875,bert,17,hans,True
subcase,cn_adverb,1000,0.001,0.000999000999000999,bert,17,hans,True
subcase,cn_after_if_clause,1000,0.0,0.0,bert,17,hans,True
subcase,cn_disjunction,1000,0.001,0.000999000999000999,bert,17,hans,True
subcase,cn_embedded_under_if,1000,0.125,0.1111111111111111,bert,17,hans,True
subcase,cn_embedded_under_verb,1000,0.001,0.000999000999000999,bert,17,hans,True
subcase,le_around_prepositional_phrase,1000,1.0,1.0,bert,17,hans,True
subcase,le_around_relative_clause,1000,0.965,0.4910941475826972,bert,17,hans,True
subcase,le_conjunction,1000,0.963,0.4905756495160469,bert,17,hans,True
subcase,le_passive,1000,0.993,0.49824385348720523,bert,17,hans,True
subcase,le_relative_clause,1000,0.978,0.49443882709807885,bert,17,hans,True
subcase,ln_conjunction,1000,0.502,0.33422103861517977,bert,17,hans,True
subcase,ln_passive,1000,0.317,0.24069855732725892,bert,17,hans,True
subcase,ln_preposition,1000,0.72,0.4186046511627907,bert,17,hans,True
subcase,ln_relative_clause,1000,0.639,0.3898718730933496,bert,17,hans,True
subcase,ln_subject/object_swap,1000,0.807,0.4465965688987272,bert,17,hans,True
subcase,se_PP_on_obj,1000,1.0,1.0,bert,17,hans,True
subcase,se_adjective,1000,1.0,1.0,bert,17,hans,True
subcase,se_conjunction,1000,0.977,0.49418310571573093,bert,17,hans,True
subcase,se_relative_clause_on_obj,1000,1.0,1.0,bert,17,hans,True
subcase,se_understood_object,1000,1.0,1.0,bert,17,hans,True
subcase,sn_NP/S,1000,0.0,0.0,bert,17,hans,True
subcase,sn_NP/Z,1000,0.113,0.10152740341419586,bert,17,hans,True
subcase,sn_PP_on_subject,1000,0.126,0.11190053285968028,bert,17,hans,True
subcase,sn_past_participle,1000,0.006,0.005964214711729622,bert,17,hans,True
subcase,sn_relative_clause_on_subject,1000,0.128,0.11347517730496454,bert,17,hans,True
template,temp1,1000,0.807,0.4465965688987272,bert,17,hans,True
template,temp10,82,0.7804878048780488,0.4383561643835616,bert,17,hans,True
template,temp11,84,0.5357142857142857,0.3488372093023256,bert,17,hans,True
template,temp12,81,0.7037037037037037,0.41304347826086957,bert,17,hans,True
template,temp13,76,0.631578947368421,0.3870967741935484,bert,17,hans,True
template,temp14,81,0.5925925925925926,0.37209302325581395,bert,17,hans,True
template,temp15,100,0.63,0.38650306748466257,bert,17,hans,True
template,temp16,80,0.825,0.4520547945205479,bert,17,hans,True
template,temp17,68,0.7058823529411765,0.41379310344827586,bert,17,hans,True
template,temp18,92,0.75,0.42857142857142855,bert,17,hans,True
template,temp19,86,0.4069767441860465,0.2892561983471074,bert,17,hans,True
template,temp2,177,0.480225988700565,0.3244274809160305,bert,17,hans,True
template,temp20,505,0.27920792079207923,0.21826625386996903,bert,17,hans,True
template,temp21,495,0.35555555555555557,0.26229508196721313,bert,17,hans,True
template,temp22,236,0.2627118644067797,0.2080536912751678,bert,17,hans,True
template,temp23,245,0.3224489795918367,0.24382716049382716,bert,17,hans,True
template,temp24,291,0.718213058419244,0.418,bert,17,hans,True
template,temp25,228,0.6666666666666666,0.4,bert,17,hans,True
template,temp26,266,0.981203007518797,0.4952561669829222,bert,17,hans,True
template,temp27,225,1.0,1.0,bert,17,hans,True
template,temp28,256,0.984375,0.49606299212598426,bert,17,hans,True
template,temp29,253,0.9486166007905138,0.486815415821501,bert,17,hans,True
template,temp3,173,0.7803468208092486,0.4383116883116883,bert,17,hans,True
template,temp30,1000,1.0,1.0,bert,17,hans,True
template,temp31,1000,0.965,0.4910941475826972,bert,17,hans,True
template,temp32,492,0.991869918699187,0.49795918367346936,bert,17,hans,True
template,temp33,508,0.9350393700787402,0.4832146490335707,bert,17,hans,True
template,temp35,510,1.0,1.0,bert,17,hans,True
template,temp36,490,0.9857142857142858,0.49640287769784175,bert,17,hans,True
template,temp37,1000,0.0,0.0,bert,17,hans,True
template,temp38,1000,0.126,0.11190053285968028,bert,17,hans,True
template,temp39,1000,0.128,0.11347517730496454,bert,17,hans,True
template,temp4,152,0.8289473684210527,0.45323741007194246,bert,17,hans,True
template,temp40,595,0.0033613445378151263,0.0033500837520938024,bert,17,hans,True
template,temp41,405,0.009876543209876543,0.009779951100244499,bert,17,hans,True
template,temp42,850,0.05647058823529412,0.053452115812917596,bert,17,hans,True
template,temp43,150,0.43333333333333335,0.3023255813953488,bert,17,hans,True
template,temp44,617,0.9627228525121556,0.49050371593724196,bert,17,hans,True
template,temp45,383,1.0,1.0,bert,17,hans,True
template,temp46,1000,1.0,1.0,bert,17,hans,True
template,temp47,1000,1.0,1.0,bert,17,hans,True
template,temp48,1000,1.0,1.0,bert,17,hans,True
template,temp49,1000,1.0,1.0,bert,17,hans,True
template,temp5,157,0.7770700636942676,0.43727598566308246,bert,17,hans,True
template,temp50,1000,0.125,0.1111111111111111,bert,17,hans,True
template,temp51,1000,0.0,0.0,bert,17,hans,True
template,temp52,1000,0.001,0.000999000999000999,bert,17,hans,True
template,temp53,471,0.0,0.0,bert,17,hans,True
template,temp54,529,0.001890359168241966,0.0018867924528301887,bert,17,hans,True
template,temp58,1000,0.001,0.000999000999000999,bert,17,hans,True
template,temp59,1000,0.999,0.49974987493746875,bert,17,hans,True
template,temp6,147,0.7346938775510204,0.4235294117647059,bert,17,hans,True
template,temp60,1000,1.0,1.0,bert,17,hans,True
template,temp61,1000,0.999,0.49974987493746875,bert,17,hans,True
template,temp62,480,1.0,1.0,bert,17,hans,True
template,temp63,520,1.0,1.0,bert,17,hans,True
template,temp68,1000,1.0,1.0,bert,17,hans,True
template,temp7,194,0.7422680412371134,0.4260355029585799,bert,17,hans,True
template,temp8,69,0.2898550724637681,0.2247191011235955,bert,17,hans,True
template,temp9,101,0.7524752475247525,0.4293785310734463,bert,17,hans,True
has_negation,False,29510,0.6133514063029482,0.5489063556296916,bert,17,hans,True
has_negation,True,490,0.5306122448979592,0.3919414709944751,bert,17,hans,True
lexical_overlap_bucket,all,30000,0.612,0.5466780473843884,bert,17,hans,True
has_negation,False,9548,0.9018642647674906,0.9018461638948595,bert,42,snli_test,True
has_negation,True,276,0.9166666666666666,0.8877278981768146,bert,42,snli_test,True
lexical_overlap_bucket,low,3573,0.8936467954100196,0.8843143267308279,bert,42,snli_test,True
lexical_overlap_bucket,mid,3264,0.8952205882352942,0.8948884091637778,bert,42,snli_test,True
lexical_overlap_bucket,high,2987,0.9203213927017074,0.9038631027995088,bert,42,snli_test,True
premise_len_bucket,short,3422,0.9032729398012858,0.9032374586081798,bert,42,snli_test,True
premise_len_bucket,mid,3427,0.9025386635541289,0.9021799260857936,bert,42,snli_test,True
premise_len_bucket,long,2975,0.9008403361344538,0.9004504399423099,bert,42,snli_test,True
hypothesis_len_bucket,short,4324,0.9128122109158187,0.9043628054306092,bert,42,snli_test,True
hypothesis_len_bucket,mid,2683,0.8986209467014536,0.8963658125425839,bert,42,snli_test,True
hypothesis_len_bucket,long,2817,0.8895988640397586,0.886123619291026,bert,42,snli_test,True
has_negation,False,6537,0.7408597215848248,0.7289760580739567,bert,42,mnli_matched,True
has_negation,True,3278,0.7263575350823673,0.6962200085750826,bert,42,mnli_matched,True
lexical_overlap_bucket,low,3312,0.696256038647343,0.6816031420155827,bert,42,mnli_matched,True
lexical_overlap_bucket,mid,3232,0.7144183168316832,0.7144166400759723,bert,42,mnli_matched,True
lexical_overlap_bucket,high,3271,0.7976154081320697,0.7537481940422689,bert,42,mnli_matched,True
premise_len_bucket,short,3568,0.7544843049327354,0.7531858620794911,bert,42,mnli_matched,True
premise_len_bucket,mid,3115,0.7357945425361155,0.7340401819049854,bert,42,mnli_matched,True
premise_len_bucket,long,3132,0.7151979565772669,0.712199623589762,bert,42,mnli_matched,True
hypothesis_len_bucket,short,3998,0.7403701850925463,0.729275192385542,bert,42,mnli_matched,True
hypothesis_len_bucket,mid,2909,0.7315228600893778,0.7319183816868488,bert,42,mnli_matched,True
hypothesis_len_bucket,long,2908,0.734525447042641,0.7296277778292173,bert,42,mnli_matched,True
has_negation,False,6615,0.7286470143613001,0.7121894073979326,bert,42,mnli_mismatched,True
has_negation,True,3217,0.7308050979173143,0.6810423065081738,bert,42,mnli_mismatched,True
lexical_overlap_bucket,low,3310,0.6794561933534743,0.668537175567738,bert,42,mnli_mismatched,True
lexical_overlap_bucket,mid,3447,0.7180156657963447,0.7167622763562314,bert,42,mnli_mismatched,True
lexical_overlap_bucket,high,3075,0.7957723577235772,0.7439917332347895,bert,42,mnli_mismatched,True
premise_len_bucket,short,3555,0.7521800281293952,0.7503475126591965,bert,42,mnli_mismatched,True
premise_len_bucket,mid,3029,0.7411687025420931,0.7371096976662347,bert,42,mnli_mismatched,True
premise_len_bucket,long,3248,0.6933497536945813,0.6878066449824857,bert,42,mnli_mismatched,True
hypothesis_len_bucket,short,4208,0.7473859315589354,0.7370457842217641,bert,42,mnli_mismatched,True
hypothesis_len_bucket,mid,2754,0.7222222222222222,0.7203269127109219,bert,42,mnli_mismatched,True
hypothesis_len_bucket,long,2870,0.7097560975609756,0.7051285206883181,bert,42,mnli_mismatched,True
heuristic,constituent,10000,0.5036,0.34421118407928647,bert,42,hans,True
heuristic,lexical_overlap,10000,0.6737,0.6446987137102556,bert,42,hans,True
heuristic,subsequence,10000,0.5289,0.3977175220004738,bert,42,hans,True
subcase,ce_adverb,1000,1.0,1.0,bert,42,hans,True
subcase,ce_after_since_clause,1000,1.0,1.0,bert,42,hans,True
subcase,ce_conjunction,1000,1.0,1.0,bert,42,hans,True
subcase,ce_embedded_under_since,1000,0.998,0.4994994994994995,bert,42,hans,True
subcase,ce_embedded_under_verb,1000,0.985,0.49622166246851385,bert,42,hans,True
subcase,cn_adverb,1000,0.0,0.0,bert,42,hans,True
subcase,cn_after_if_clause,1000,0.0,0.0,bert,42,hans,True
subcase,cn_disjunction,1000,0.022,0.021526418786692758,bert,42,hans,True
subcase,cn_embedded_under_if,1000,0.022,0.021526418786692758,bert,42,hans,True
subcase,cn_embedded_under_verb,1000,0.009,0.008919722497522299,bert,42,hans,True
subcase,le_around_prepositional_phrase,1000,1.0,1.0,bert,42,hans,True
subcase,le_around_relative_clause,1000,0.997,0.4992488733099649,bert,42,hans,True
subcase,le_conjunction,1000,0.961,0.49005609382967874,bert,42,hans,True
subcase,le_passive,1000,0.898,0.4731296101159115,bert,42,hans,True
subcase,le_relative_clause,1000,0.941,0.48480164863472436,bert,42,hans,True
subcase,ln_conjunction,1000,0.417,0.29428369795342274,bert,42,hans,True
subcase,ln_passive,1000,0.035,0.033816425120772944,bert,42,hans,True
subcase,ln_preposition,1000,0.518,0.3412384716732543,bert,42,hans,True
subcase,ln_relative_clause,1000,0.377,0.2737835875090777,bert,42,hans,True
subcase,ln_subject/object_swap,1000,0.593,0.37225360954174513,bert,42,hans,True
subcase,se_PP_on_obj,1000,1.0,1.0,bert,42,hans,True
subcase,se_adjective,1000,1.0,1.0,bert,42,hans,True
subcase,se_conjunction,1000,0.978,0.49443882709807885,bert,42,hans,True
subcase,se_relative_clause_on_obj,1000,1.0,1.0,bert,42,hans,True
subcase,se_understood_object,1000,1.0,1.0,bert,42,hans,True
subcase,sn_NP/S,1000,0.002,0.001996007984031936,bert,42,hans,True
subcase,sn_NP/Z,1000,0.115,0.1031390134529148,bert,42,hans,True
subcase,sn_PP_on_subject,1000,0.118,0.10554561717352415,bert,42,hans,True
subcase,sn_past_participle,1000,0.012,0.011857707509881422,bert,42,hans,True
subcase,sn_relative_clause_on_subject,1000,0.064,0.06015037593984962,bert,42,hans,True
template,temp1,1000,0.593,0.37225360954174513,bert,42,hans,True
template,temp10,82,0.5121951219512195,0.3387096774193548,bert,42,hans,True
template,temp11,84,0.17857142857142858,0.15151515151515152,bert,42,hans,True
template,temp12,81,0.4444444444444444,0.3076923076923077,bert,42,hans,True
template,temp13,76,0.5131578947368421,0.3391304347826087,bert,42,hans,True
template,temp14,81,0.08641975308641975,0.07954545454545454,bert,42,hans,True
template,temp15,100,0.34,0.2537313432835821,bert,42,hans,True
template,temp16,80,0.675,0.40298507462686567,bert,42,hans,True
template,temp17,68,0.22058823529411764,0.18072289156626506,bert,42,hans,True
template,temp18,92,0.2608695652173913,0.20689655172413793,bert,42,hans,True
template,temp19,86,0.5697674418604651,0.362962962962963,bert,42,hans,True
template,temp2,177,0.2033898305084746,0.16901408450704225,bert,42,hans,True
template,temp20,505,0.03762376237623762,0.03625954198473282,bert,42,hans,True
template,temp21,495,0.03232323232323232,0.03131115459882583,bert,42,hans,True
template,temp22,236,0.1059322033898305,0.09578544061302682,bert,42,hans,True
template,temp23,245,0.1469387755102041,0.12811387900355872,bert,42,hans,True
template,temp24,291,0.6494845360824743,0.39375,bert,42,hans,True
template,temp25,228,0.7324561403508771,0.42278481012658226,bert,42,hans,True
template,temp26,266,0.8947368421052632,0.4722222222222222,bert,42,hans,True
template,temp27,225,1.0,1.0,bert,42,hans,True
template,temp28,256,0.984375,0.49606299212598426,bert,42,hans,True
template,temp29,253,0.8932806324110671,0.4718162839248434,bert,42,hans,True
template,temp3,173,0.5606936416184971,0.3592592592592593,bert,42,hans,True
template,temp30,1000,1.0,1.0,bert,42,hans,True
template,temp31,1000,0.997,0.4992488733099649,bert,42,hans,True
template,temp32,492,0.975609756097561,0.49382716049382713,bert,42,hans,True
template,temp33,508,0.9468503937007874,0.4863498483316481,bert,42,hans,True
template,temp35,510,0.8960784313725491,0.4725956566701138,bert,42,hans,True
template,temp36,490,0.9,0.47368421052631576,bert,42,hans,True
template,temp37,1000,0.002,0.001996007984031936,bert,42,hans,True
template,temp38,1000,0.118,0.10554561717352415,bert,42,hans,True
template,temp39,1000,0.064,0.06015037593984962,bert,42,hans,True
template,temp4,152,0.6907894736842105,0.4085603112840467,bert,42,hans,True
template,temp40,595,0.0,0.0,bert,42,hans,True
template,temp41,405,0.02962962962962963,0.02877697841726619,bert,42,hans,True
template,temp42,850,0.08235294117647059,0.07608695652173914,bert,42,hans,True
template,temp43,150,0.3,0.23076923076923078,bert,42,hans,True
template,temp44,617,0.9643435980551054,0.4909240924092409,bert,42,hans,True
template,temp45,383,1.0,1.0,bert,42,hans,True
template,temp46,1000,1.0,1.0,bert,42,hans,True
template,temp47,1000,1.0,1.0,bert,42,hans,True
template,temp48,1000,1.0,1.0,bert,42,hans,True
template,temp49,1000,1.0,1.0,bert,42,hans,True
template,temp5,157,0.4140127388535032,0.2927927927927928,bert,42,hans,True
template,temp50,1000,0.022,0.021526418786692758,bert,42,hans,True
template,temp51,1000,0.0,0.0,bert,42,hans,True
template,temp52,1000,0.009,0.008919722497522299,bert,42,hans,True
template,temp53,471,0.0,0.0,bert,42,hans,True
template,temp54,529,0.04158790170132325,0.039927404718693285,bert,42,hans,True
template,temp58,1000,0.0,0.0,bert,42,hans,True
template,temp59,1000,0.998,0.4994994994994995,bert,42,hans,True
template,temp6,147,0.46938775510204084,0.3194444444444444,bert,42,hans,True
template,temp60,1000,1.0,1.0,bert,42,hans,True
template,temp61,1000,0.985,0.49622166246851385,bert,42,hans,True
template,temp62,480,1.0,1.0,bert,42,hans,True
template,temp63,520,1.0,1.0,bert,42,hans,True
template,temp68,1000,1.0,1.0,bert,42,hans,True
template,temp7,194,0.7525773195876289,0.4294117647058823,bert,42,hans,True
template,temp8,69,0.13043478260869565,0.11538461538461539,bert,42,hans,True
template,temp9,101,0.5247524752475248,0.34415584415584416,bert,42,hans,True
has_negation,False,29510,0.5697051846831582,0.4808245722931295,bert,42,hans,True
has_negation,True,490,0.5102040816326531,0.34870738353160097,bert,42,hans,True
lexical_overlap_bucket,all,30000,0.5687333333333333,0.47893528987390704,bert,42,hans,True
has_negation,False,9548,0.9060536237955593,0.9060781163475461,bert,73,snli_test,True
has_negation,True,276,0.927536231884058,0.8943362831858407,bert,73,snli_test,True
lexical_overlap_bucket,low,3573,0.9034424853064652,0.8946683732858411,bert,73,snli_test,True
lexical_overlap_bucket,mid,3264,0.8970588235294118,0.8964526069269105,bert,73,snli_test,True
lexical_overlap_bucket,high,2987,0.9209909608302644,0.9058030576375665,bert,73,snli_test,True
premise_len_bucket,short,3422,0.9050263004091175,0.9048948380149714,bert,73,snli_test,True
premise_len_bucket,mid,3427,0.9092500729501022,0.9088139937259071,bert,73,snli_test,True
premise_len_bucket,long,2975,0.9055462184873949,0.9052760414676757,bert,73,snli_test,True
hypothesis_len_bucket,short,4324,0.9155874190564293,0.9073986647206459,bert,73,snli_test,True
hypothesis_len_bucket,mid,2683,0.9049571375326128,0.9023338535075659,bert,73,snli_test,True
hypothesis_len_bucket,long,2817,0.8945686900958466,0.8920427814153612,bert,73,snli_test,True
has_negation,False,6537,0.7491203916169497,0.7386847312615776,bert,73,mnli_matched,True
has_negation,True,3278,0.7443563148261135,0.7175146732962828,bert,73,mnli_matched,True
lexical_overlap_bucket,low,3312,0.7164855072463768,0.7078512303406721,bert,73,mnli_matched,True
lexical_overlap_bucket,mid,3232,0.7227722772277227,0.7229893326300326,bert,73,mnli_matched,True
lexical_overlap_bucket,high,3271,0.803424029348823,0.7624025107393902,bert,73,mnli_matched,True
premise_len_bucket,short,3568,0.7670964125560538,0.7659068811328694,bert,73,mnli_matched,True
premise_len_bucket,mid,3115,0.7467094703049759,0.744764050448563,bert,73,mnli_matched,True
premise_len_bucket,long,3132,0.7260536398467433,0.7227229713535407,bert,73,mnli_matched,True
hypothesis_len_bucket,short,3998,0.753376688344172,0.7423785205771017,bert,73,mnli_matched,True
hypothesis_len_bucket,mid,2909,0.7432107253351667,0.7439070263656715,bert,73,mnli_matched,True
hypothesis_len_bucket,long,2908,0.7438101788170564,0.740294641894066,bert,73,mnli_matched,True
has_negation,False,6615,0.7516250944822374,0.736263231115054,bert,73,mnli_mismatched,True
has_negation,True,3217,0.7547404414050357,0.7173156846327555,bert,73,mnli_mismatched,True
lexical_overlap_bucket,low,3310,0.7057401812688822,0.6960309533409337,bert,73,mnli_mismatched,True
lexical_overlap_bucket,mid,3447,0.7403539309544531,0.7396413439538897,bert,73,mnli_mismatched,True
lexical_overlap_bucket,high,3075,0.816910569105691,0.766325364338507,bert,73,mnli_mismatched,True
premise_len_bucket,short,3555,0.7777777777777778,0.7766013347342154,bert,73,mnli_mismatched,True
premise_len_bucket,mid,3029,0.760977220204688,0.7576145694586761,bert,73,mnli_mismatched,True
premise_len_bucket,long,3248,0.7173645320197044,0.7125009912835666,bert,73,mnli_mismatched,True
hypothesis_len_bucket,short,4208,0.7663973384030418,0.7578139266980409,bert,73,mnli_mismatched,True
hypothesis_len_bucket,mid,2754,0.7483660130718954,0.7469285346229683,bert,73,mnli_mismatched,True
hypothesis_len_bucket,long,2870,0.7365853658536585,0.7320174080271241,bert,73,mnli_mismatched,True
heuristic,constituent,10000,0.5107,0.3571757753510503,bert,73,hans,True
heuristic,lexical_overlap,10000,0.7377,0.7212826299222743,bert,73,hans,True
heuristic,subsequence,10000,0.5103,0.3584585187492365,bert,73,hans,True
subcase,ce_adverb,1000,1.0,1.0,bert,73,hans,True
subcase,ce_after_since_clause,1000,1.0,1.0,bert,73,hans,True
subcase,ce_conjunction,1000,1.0,1.0,bert,73,hans,True
subcase,ce_embedded_under_since,1000,0.998,0.4994994994994995,bert,73,hans,True
subcase,ce_embedded_under_verb,1000,0.999,0.49974987493746875,bert,73,hans,True
subcase,cn_adverb,1000,0.0,0.0,bert,73,hans,True
subcase,cn_after_if_clause,1000,0.0,0.0,bert,73,hans,True
subcase,cn_disjunction,1000,0.001,0.000999000999000999,bert,73,hans,True
subcase,cn_embedded_under_if,1000,0.109,0.09828674481514878,bert,73,hans,True
subcase,cn_embedded_under_verb,1000,0.0,0.0,bert,73,hans,True
subcase,le_around_prepositional_phrase,1000,0.998,0.4994994994994995,bert,73,hans,True
subcase,le_around_relative_clause,1000,0.983,0.4957135653050933,bert,73,hans,True
subcase,le_conjunction,1000,0.946,0.48612538540596095,bert,73,hans,True
subcase,le_passive,1000,1.0,1.0,bert,73,hans,True
subcase,le_relative_clause,1000,0.975,0.4936708860759494,bert,73,hans,True
subcase,ln_conjunction,1000,0.434,0.30264993026499304,bert,73,hans,True
subcase,ln_passive,1000,0.168,0.14383561643835616,bert,73,hans,True
subcase,ln_preposition,1000,0.61,0.37888198757763975,bert,73,hans,True
subcase,ln_relative_clause,1000,0.574,0.3646759847522236,bert,73,hans,True
subcase,ln_subject/object_swap,1000,0.689,0.4079336885731202,bert,73,hans,True
subcase,se_PP_on_obj,1000,1.0,1.0,bert,73,hans,True
subcase,se_adjective,1000,1.0,1.0,bert,73,hans,True
subcase,se_conjunction,1000,0.984,0.4959677419354839,bert,73,hans,True
subcase,se_relative_clause_on_obj,1000,1.0,1.0,bert,73,hans,True
subcase,se_understood_object,1000,1.0,1.0,bert,73,hans,True
subcase,sn_NP/S,1000,0.004,0.00398406374501992,bert,73,hans,True
subcase,sn_NP/Z,1000,0.034,0.03288201160541586,bert,73,hans,True
subcase,sn_PP_on_subject,1000,0.031,0.030067895247332686,bert,73,hans,True
subcase,sn_past_participle,1000,0.0,0.0,bert,73,hans,True
subcase,sn_relative_clause_on_subject,1000,0.05,0.047619047619047616,bert,73,hans,True
template,temp1,1000,0.689,0.4079336885731202,bert,73,hans,True
template,temp10,82,0.6829268292682927,0.4057971014492754,bert,73,hans,True
template,temp11,84,0.42857142857142855,0.3,bert,73,hans,True
template,temp12,81,0.7530864197530864,0.4295774647887324,bert,73,hans,True
template,temp13,76,0.6973684210526315,0.4108527131782946,bert,73,hans,True
template,temp14,81,0.5679012345679012,0.36220472440944884,bert,73,hans,True
template,temp15,100,0.43,0.3006993006993007,bert,73,hans,True
template,temp16,80,0.7875,0.4405594405594406,bert,73,hans,True
template,temp17,68,0.6470588235294118,0.39285714285714285,bert,73,hans,True
template,temp18,92,0.6521739130434783,0.39473684210526316,bert,73,hans,True
template,temp19,86,0.46511627906976744,0.31746031746031744,bert,73,hans,True
